name_description,true_label,zeroshot_pred,fewshot_pred
"vatika Advance Standard Idli Maker Key Features of vatika Advance Standard Idli Maker 7 Plates,vatika Advance Standard Idli Maker (7 Plates , 12 Idlis ) Price: Rs. 999 Enjoy the most clean and hygienic cooking experience on those mornings with Standard Idli & Dhokla Maker from Vatika. Whether it masala idlis, Chinese idlis or rava idlis, you can cook a variety of idlis in this idli maker you can cook Dhokla also. Constructed using high quality Aluminum, this cookware ensures long-lasting durability. This idli maker comes with 1 Idli Cooker, 3 Plate(12 Idli Blocks), 1 Patra Plate, 3 Dhokla Plates,Specifications of vatika Advance Standard Idli Maker (7 Plates , 12 Idlis ) General Brand vatika Model Number 1234 Type Standard Material Alluminium Model Name Advance Number of Plates 7 Number of Cavities 3, 4, 5 Color Silver In the box 1 Idli Pot with 3 plate for Idli and 3 plate for Khaman Dhokla and 1 plate for steam",Kitchen & Dining,Home Furnishing,Home Furnishing
"GAYATRI CREATIONS ORANGE KIDS SET 2 Containers Lunch Box Specifications of GAYATRI CREATIONS ORANGE KIDS SET 2 Containers Lunch Box (400 ml) General Series BEST OF LUCK Model Name ORANGE KIDS SET Lunch Box Features Lunch Box Material Plastic Number of Containers 2 Lunch Box Capacity 400 ml In the Box 1 LUNCH BOX, 1 WATER BOTTLE",Kitchen & Dining,Baby Care,Baby Care
"Techone+ Portable Power Bank, and Laptops_2 set USB Led Light Buy Techone+ Portable Power Bank, and Laptops_2 set USB Led Light for Rs.138 online. Techone+ Portable Power Bank, and Laptops_2 set USB Led Light at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.",Computers,Computers,Computers
Thar Handloom Stylish Multicolor Jewellery Box Jewellery and Makeup items Vanity Case Buy Thar Handloom Stylish Multicolor Jewellery Box Jewellery and Makeup items Vanity Case for Rs.1350 online. Thar Handloom Stylish Multicolor Jewellery Box Jewellery and Makeup items Vanity Case at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Beauty and Personal Care,Beauty and Personal Care,Beauty and Personal Care
Kosher Kadhai 5 L Buy Kosher Kadhai 5 L for Rs.592 online. Kosher Kadhai 5 L at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Kitchen & Dining,Kitchen & Dining,Kitchen & Dining
"Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls - Buy Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls  WQ18 Online at Rs.7495 in India Only at Flipkart.com. Qibla Compass, Light, Azan Time Calculation - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches,Watches,Watches
"Portia Hat Specifications of Portia Hat (Pink, Pack of 1) In The Box Number of Contents in Sales Package Pack of 1 General Ideal For Girls",Baby Care,Home Furnishing,Home Furnishing
Unnati Floral Double Blanket Multicolor Buy Unnati Floral Double Blanket Multicolor at Rs. 715 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Home Furnishing,Home Furnishing,Home Furnishing
"U & ME Cotton Plastic Diaper Reuseable Pad Small -Blue U & ME Cotton Plastic Diaper Reuseable Pad Small -Blue
                         Price: Rs. 270
				
			Cotton plastic diaper name tells it all it is a nappy for the lil one with cotton fabric outside and plastic inside with pad in it to make the baby feel comfortable it in suitable size for child 2-6 months. Hand wash recommended.
Cotton plastic diaper name tells it all it is a nappy for the lil one with cotton fabric outside and plastic inside with pad in it to make the baby feel comfortable it in suitable size for child 2-6 months. Hand wash recommended.",Baby Care,Baby Care,Baby Care
"ROYLE KATOCH Showpiece  -  24 cm Key Features of ROYLE KATOCH Showpiece  -  24 cm 2 INTEGRATED BIRD ARE SEAT AT BRANCH Made of 300 Beads At workstation, it leads to a successful professional life and Financial wealth will eventually follow. This Crystal Tree made from wood and gems. It works wonders on amnesia patients by helping them sleep peacefully and shoo away bad dreams and nightmares. It can be placed in student's room or bedside in bedroom. Product colour may slightly vary due to photographic lighting sources or your monitor settings.,ROYLE KATOCH Showpiece  -  24 cm (Crystal, Wooden, Multicolor) Price: Rs. 699 crystals are a tool and can be like a storage battery for thought energy. “Clearing” has to do with the energy of the stone or crystal. Chakra crystals can be “programmed” with our thought energy and then act on our subtle chakra energy fields. They also to help to create situations in our lives that will lead us in directions that allow positive growth and healing. The information provided is based on individual experience and should not be treated as medical advice. Inadvertent use of it will not be our responsibility.,Specifications of ROYLE KATOCH Showpiece  -  24 cm (Crystal, Wooden, Multicolor) General Brand ROYLE KATOCH Model Number NK-00-1 Type Fengshui Shade Multicolor Material Crystal, Wooden Color Multicolor Dimensions Weight 300 g Height 24 cm Width 7.5 cm Depth 7.5 cm Additional Features Wall Mount No In the Box Sales Package 1 Tree Showpiece Pack of 1",Home Decor & Festive Needs,Home Decor & Festive Needs,Home Decor & Festive Needs
"Bharatcraft Showpiece  -  5 cm Key Features of Bharatcraft Showpiece  -  5 cm Polyresin Height - 5 cm Width - 10 cm,Bharatcraft Showpiece  -  5 cm (Polyresin, Brown) Price: Rs. 499 This is an Imperial Golden King Money Frog that is large and heavy. Made of high quality earth material, it suits perfectly the use in Period 8 because earth energy rules the period. This product will be an envy for your peers. The Money Frog is depicted sitting on a bed full of wealth, treasures and ingots. It has a crown on its head to represent its throne and right behind the throne is a bagua.,Specifications of Bharatcraft Showpiece  -  5 cm (Polyresin, Brown) General Brand Bharatcraft Model Number HD10012 Type Fengshui Material Polyresin Color Brown Dimensions Height 5 cm Width 10 cm Depth 7 cm In the Box Sales Package 1 Showpiece Figurine Pack of 1",Home Decor & Festive Needs,Home Decor & Festive Needs,Home Decor & Festive Needs
TP-LINK TD-W8970 Buy TP-LINK TD-W8970 only for Rs. 5050 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Computers,Computers,Computers
Prithish I'm A Mom. What'S Your Superpower? Multicoloured Bubbles Black Ceramic Mug Buy Prithish I'm A Mom. What'S Your Superpower? Multicoloured Bubbles Black Ceramic Mug for Rs.299 online. Prithish I'm A Mom. What'S Your Superpower? Multicoloured Bubbles Black Ceramic Mug at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Kitchen & Dining,Home Decor & Festive Needs,Home Furnishing
"SHOPOJ Blue Paper Sky Lantern Key Features of SHOPOJ Blue Paper Sky Lantern Paper Light Source - Candle,SHOPOJ Blue Paper Sky Lantern (80 cm X 34 cm, Pack of 35) Price: Rs. 1,458 A sky lantern, also known as Kongming lantern or Chinese lantern, is a small hot air balloon made of paper, with an opening at the bottom where a small fire is suspended. You can write down your wish on it and pray it come true when you fly the lantern Great for making a wish at Valentine's Day, Christmas Day, New Years Day, birthday, etc.,Specifications of SHOPOJ Blue Paper Sky Lantern (80 cm X 34 cm, Pack of 35) General Brand SHOPOJ Model Number SJ- 35BLU-0083 Shade Blue Type Sky Lantern Maximum Altitude 2200 m Ideal For Outdoor Color Blue Body and Design Features Light Source Candle Material Paper Finish Glossy Number Of Lights 1 Design Plain In the box Pack of 35 Dimensions Diameter 30 cm Weight 500 g Height 80 cm Other Dimensions 34 x 34 x 80 Width 34 cm",Home Decor & Festive Needs,Home Decor & Festive Needs,Home Decor & Festive Needs
Task Logistics Audio Receiver H-366 USB Bluetooth Buy Task Logistics Audio Receiver H-366 USB Bluetooth for Rs.1200 online. Task Logistics Audio Receiver H-366 USB Bluetooth at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Computers,Computers,Computers
"Sonata 7007SL02 Analog Watch  - For Men Sonata 7007SL02 Analog Watch  - For Men - Buy Sonata 7007SL02 Analog Watch  - For Men  7007SL02 Online at Rs.725 in India Only at Flipkart.com. Rectangular Dial, Black Strap, Water Resistant, Buckle Clasp - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches,Watches,Watches
Purpledip Showpiece  -  12 cm Buy Purpledip Showpiece  -  12 cm for Rs.638 online. Purpledip Showpiece  -  12 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Home Decor & Festive Needs,Home Decor & Festive Needs,Home Decor & Festive Needs
Zero Baby Girl's Leggings Specifications of Zero Baby Girl's Leggings (Pack of 3) General Details Number of Contents in Sales Package Pack of 3 Fabric Cotton Type Leggings Pattern Self Design Ideal For Baby Girl's,Baby Care,Baby Care,Baby Care
"Aroma Comfort Polyester Cream Self Design Eyelet Window Curtain Key Features of Aroma Comfort Polyester Cream Self Design Eyelet Window Curtain Height: 152 cm Width: 121 cm,Specifications of Aroma Comfort Polyester Cream Self Design Eyelet Window Curtain (152 cm in Height, Pack of 3) General Brand Aroma Comfort Designed For Window Type Eyelet Model Name 4 u design Model ID AC-790 Color Cream Dimensions Length 152 cm In the Box Number of Contents in Sales Package Pack of 3 Body & Design Material Polyester",Home Furnishing,Home Decor & Festive Needs,Home Decor & Festive Needs
"Whiteherbs Ultra Protection Sunscreen Lotion - SPF 30 PA+ Flipkart.com: Buy Whiteherbs Ultra Protection Sunscreen Lotion - SPF 30 PA+ for Rs. 270 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Beauty and Personal Care,Beauty and Personal Care,Beauty and Personal Care
"AntiqueShop ABKL_GRN_GRN_GRN Key Features of AntiqueShop ABKL_GRN_GRN_GRN Soft on the skin Rope loop for easy hanging Durable, long lasting material Great for liquid soaps and body wash With this soft sponge, you can have a comforting and relaxing warm shower,AntiqueShop ABKL_GRN_GRN_GRN Price: Rs. 349 Brand New Nylon Body Shower Bath Puff Sponge Loofah Wash, Reaching Where No Other Scrubber Reaches. This product is made out of soft mesh, crafted perfectly thinking in exfoliating gently your skin, body and scrubbing away dead skin. Soft on the skin. Rope loop for easy hanging. Durable, long lasting material. Great for liquid soaps and body wash. With this soft sponge, you can have a comforting and relaxing warm shower. For more range of AntiqueShop, kindly type ""AntiqueShop"" in flipkart search. Please note that colour in picture and product received may varry depend upon availability in stock.,Specifications of AntiqueShop ABKL_GRN_GRN_GRN In the Box 3 Back Loofah Loofah Traits Material Nylon Size Medium Additional Traits Great for liquid soaps and body wash",Beauty and Personal Care,Beauty and Personal Care,Beauty and Personal Care
"Pigeon Kadhai 1.2 L Pigeon Kadhai 1.2 L (Aluminium, Glass, Non-stick)
                         Price: Rs. 899
				
			Italian Technology,Non-Stick Base,Strong, Sturdy, Stay-Cool, Heat Resistant Bakelite Handles For Easy Grip,.5 Layered Teflon Coating, Chemical Pfoa Free And Scratch Resistant, Metal Spoon Friendly
Italian Technology,Non-Stick Base,Strong, Sturdy, Stay-Cool, Heat Resistant Bakelite Handles For Easy Grip,.5 Layered Teflon Coating, Chemical Pfoa Free And Scratch Resistant, Metal Spoon Friendly",Kitchen & Dining,Kitchen & Dining,Kitchen & Dining
"Clear Face Kesar Chandan Multivitamin Nourishing Skin Cream With Almond Honey Skin Cream Specifications of Clear Face Kesar Chandan Multivitamin Nourishing Skin Cream With Almond Honey Skin Cream (Set of 2) Combo Set Details Number of Contents in Combo Set 2 Organic Type Natural Combo Set Contents 1 Kesar Chandan Multivitamin Nourishing Skin Cream 800 Gm, 1 Almond Honey Skin Cream 150 Gm Ideal For Women Organic No General Traits Professional Care No Gift Pack No",Beauty and Personal Care,Beauty and Personal Care,Beauty and Personal Care
Leo Natura Paniarakkal 7 Hole Kadhai NA L Buy Leo Natura Paniarakkal 7 Hole Kadhai NA L for Rs.649 online. Leo Natura Paniarakkal 7 Hole Kadhai NA L at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Kitchen & Dining,Kitchen & Dining,Kitchen & Dining
"Prithish Wild And Free Ceramic Mug Prithish Wild And Free Ceramic Mug (330 ml)
                         Price: Rs. 175
				
			""Get talking with your coffee! Our wide selection of cute and catchy designs means you're sure to find the quote that says what it is, the way it is. And if these mugs bring on the smiles, don't forget to share them. Mugs like these make great gifts! Each mug is beautifully designed with quality ink and attractive graphics, perfect for all around enjoyment."" ""Express yourself! Our distinctive coffee mugs give you the freedom to broadcast your own special message, from holiday cheer to your love of cupcakes. These affordable mugs are also perfect for gifting, so you can show others just how well you know them. Break out the mugs, and bring on the laughs! Happy sipping!
""Get talking with your coffee! Our wide selection of cute and catchy designs means you're sure to find the quote that says what it is, the way it is. And if these mugs bring on the smiles, don't forget to share them. Mugs like these make great gifts! Each mug is beautifully designed with quality ink and attractive graphics, perfect for all around enjoyment."" ""Express yourself! Our distinctive coffee mugs give you the freedom to broadcast your own special message, from holiday cheer to your love of cupcakes. These affordable mugs are also perfect for gifting, so you can show others just how well you know them. Break out the mugs, and bring on the laughs! Happy sipping!",Kitchen & Dining,Home Furnishing,Home Furnishing
"Piyo Piyo Four Stage Waterproof Bib Specifications of Piyo Piyo Four Stage Waterproof Bib (Yellow) General Brand Piyo Piyo Loop Type Velcro Material Plastic Model Name Four Stage Waterproof Bib Ideal For Boys, Girls Model ID CP Color Yellow Design Animal In the Box Number of Contents in Sales Package 1 Sales Package 1 Bib",Baby Care,Baby Care,Baby Care
"Step4deal Wheel Pizza Cutter Step4deal Wheel Pizza Cutter (Stainless Steel Pack of 1)
                         Price: Rs. 139
				
			Enjoy a delicious slice of pizza at home with this Pizza Cutter. It is made of stainless steel, this siver coloured pizza cutter will help cut pizza slices in one go. If your pizza-crazy kids make a big fuss about getting an equal share of their favourite deliacy, then this pizza cutter is a must have for your kitchen.
Enjoy a delicious slice of pizza at home with this Pizza Cutter. It is made of stainless steel, this siver coloured pizza cutter will help cut pizza slices in one go. If your pizza-crazy kids make a big fuss about getting an equal share of their favourite deliacy, then this pizza cutter is a must have for your kitchen.",Kitchen & Dining,Kitchen & Dining,Kitchen & Dining
"Lifestyle-You IG43_04 USB USB Fan Lifestyle-You IG43_04 USB USB Fan (Yellow)
                         Price: Rs. 499
				
			Portable USB Operated Fan Air cooling fan with Flexible Blades. Strong wind, suitable for home or office on table. Using the USB plug design, easily powered by PC or desktop when working and studying. Powered by USB port of your computer OR 3 Pcs AA Pencil Batteries (Batteries not included). You can also use it with AC electric power using the common USB mobile charger top (Not included). The blades are safe to touch even when the fan is running. The fan provides instant personal cooling. It has a switch to turn on or off the fan. A very nice addition to your desk in the summers. Colour and design exactly as per the pictures. The pictures are taken with the actual product in stock.
Portable USB Operated Fan Air cooling fan with Flexible Blades. Strong wind, suitable for home or office on table. Using the USB plug design, easily powered by PC or desktop when working and studying. Powered by USB port of your computer OR 3 Pcs AA Pencil Batteries (Batteries not included). You can also use it with AC electric power using the common USB mobile charger top (Not included). The blades are safe to touch even when the fan is running. The fan provides instant personal cooling. It has a switch to turn on or off the fan. A very nice addition to your desk in the summers. Colour and design exactly as per the pictures. The pictures are taken with the actual product in stock.",Computers,Kitchen & Dining,Kitchen & Dining
"FS Mini Klub Baby Boy's Sleepsuit Key Features of FS Mini Klub Baby Boy's Sleepsuit Fabric: Cotton Brand Color: GREY,Specifications of FS Mini Klub Baby Boy's Sleepsuit General Details Sleeve Full Sleeve Bootie No Age Group 3 -  6 month Number of Contents in Sales Package Pack of 2 Fabric Cotton Pattern Printed Ideal For Baby Boy's Neck Round Neck",Baby Care,Baby Care,Baby Care
"PRINT SHAPES roronoa Zora Laptop Skin with Mouse pad Combo Set Key Features of PRINT SHAPES roronoa Zora Laptop Skin with Mouse pad Combo Set Glue Free Removal 15.6 inches Laptop skin Easy to Apply & Scratch Resistant Lamination,PRINT SHAPES roronoa Zora Laptop Skin with Mouse pad Combo Set (Multicolor) Price: Rs. 329 Print Shapes Laptop skin made on High Quality vinyl sheet is compatible with laptops screen sizes ranging from 14.1 inches to 15.6 inches. Trimning of the skin would be required as per your laptop size. The skins are easy to install & remove without leaving any gum or residue,Specifications of PRINT SHAPES roronoa Zora Laptop Skin with Mouse pad Combo Set (Multicolor) General Brand PRINT SHAPES Model Name roronoa Zora Laptop Skin with Mouse pad Suitable_for All types of Laptop Color Multicolor Warranty Warranty Summary No Warranty In the Box Number of Contents in Sales Package Pack of 2",Computers,Computers,Computers
Riva Carpets Cotton Free Bath Mat Classic Loop Shag Bathmat_RI-527 Buy Riva Carpets Cotton Free Bath Mat Classic Loop Shag Bathmat_RI-527 at Rs. 1799 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Home Furnishing,Home Furnishing,Home Furnishing
HomeeHub Polyester Multicolor Self Design Eyelet Window Curtain Buy HomeeHub Polyester Multicolor Self Design Eyelet Window Curtain at Rs. 599 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Home Furnishing,Home Furnishing,Home Furnishing
"Sunlast 16 inch Laptop Backpack Key Features of Sunlast 16 inch Laptop Backpack Laptop Backpack with solar panel Comfortable back panel with air-flow design Adjustable sternum strap Large outer elasticated mesh side pocket and a top carry handle Padded and Adjustable shoulder straps Charge your mobile by solar power Mobile power backup option Long life Easy to use,Sunlast 16 inch Laptop Backpack (Yellow) Price: Rs. 2,348 The Sunlast New Laptop Backpack with Solar Panel ensures complete safety to your laptop with its high-quality built and wide range of built-in features. With the inside of this bag featuring a protective padding, you can be rest assured that the laptop inside it will be well cushioned from any accidental damage caused when you bump into any surface. As it is made of nylon, this laptop backpack can withstand abrasions and is long lasting. This Sunlast Backpack comes with a unique solar panel which allows you to charge your mobile phone anywhere anytime. This Sunlast Laptop backpack with solar panel is a great innovation in the field of mobile charging and other similar applications. This solar panel has USB output pins suitable for mobile phones. This is a great solar charger bag available at the best price. The best feature of this bag is its portability and durability. This solar charger is suitable for all smart phones and charging time depends on battery mAh. With this beautiful product, you can charge your phone in an eco-friendly way with no cost to you or the environment. Along with being durable, nylon also ensures that this backpack can survive rugged outdoor use, thus you can confidently wear this bag while you are out camping. This backpack is also water-resistant and keeps your laptop safe in wet and damp conditions. The Sunlast laptop backpack is perfect for your laptop. This backpack features top loading and can accommodate a large size laptop easily. It is a lightweight and comfortable laptop carry bag and comes with padded straps that distribute the weight evenly on your shoulders without stressing your back and shoulders. You can adjust the cushioned straps for a snug-fit. This Sunlast backpack is water resistant and protects your laptop and other accessories from water. It is made to suit all the styles and can be used by both college-goers and office-goers. It offers enough space for you to carry your essentials along with your laptop and its accessories. It features a zippered compartment that is big enough to hold your laptop. It also features one front pocket with an office organiser. You can use it to store the charger, mouse, pen drive, notepad, pen and other essentials. It features two mesh side pockets, where you can keep your water bottle or any other item for quick access. It is spacious enough to store your belongings on a one-day business trip as well. Buy this Sunlast backpack and carry your laptop and other accessories safely and in style.,Specifications of Sunlast 16 inch Laptop Backpack (Yellow) General Brand Sunlast Trolley No Expandable No Type Laptop Backpack Model Name L003 Yellow solar mobile charger Material Nylon Compatible Laptop Size 16 inch Style Code L003 Yellow Closure Type Zip Color Code Yellow Color Yellow Dimensions Exterior Width 350 mm Weight 820 g Exterior Height 450 mm In the Box Laptop Backpack With Solar Panel Body Features Hip Strap No Secret Security Compartment Yes Waterproof Yes Rain Cover No Shoulder Strap Adjustable Number of Compartments 4",Computers,Computers,Computers
Zikrak Exim Floral Cushions Cover Buy Zikrak Exim Floral Cushions Cover at Rs. 418 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Home Furnishing,Home Furnishing,Home Furnishing
Kensington 33399EU USB USB Hub Buy Kensington 33399EU USB HUB for Rs.549 online. Kensington 33399EU USB HUB at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Computers,Computers,Computers
"Sonata 7092SL01 Yuva Analog Watch  - For Men Sonata 7092SL01 Yuva Analog Watch  - For Men - Buy Sonata 7092SL01 Yuva Analog Watch  - For Men  7092SL01 Online at Rs.999 in India Only at Flipkart.com. Contemporary Dial, Black Strap, Stainless Steel Back Case, Water Resistant, Buckle Clasp - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches,Watches,Watches
"Tallenge Christmas Collection - Nativity Art - Gallery Wrap Canvas Painting Tallenge Christmas Collection - Nativity Art - Gallery Wrap Canvas Painting (15 inch x 15 inch)
                         Price: Rs. 1,799
				
			The countdown is on! Time to select gifts for friends and families, and maybe something for yourself too. The Tallenge Store brings you a Christmas Art Collection that will make the Season of giving awesome for you as you spreading that holiday cheer. From cuddly puppies to Christmas-coloured abstract art, we have everything covered in this fresh collection. Say it with art and leave a lasting impression. 

The beautiful photo is printed on a high quality 240 gsm coated imported canvas with a gloss finish using a high resolution HP Inkjet large format production printer delivering sophisticated and elegant museum quality prints. It comes in a convenient size -15 inches X 15 inches with hook and is perfect for keeping it on office desk or table top. 

The Tallenge Store is a leading affordable art marketplace for curated artworks and photographs from artists across the world. You can buy original art, prints, and canvases for yourself, or to give as gifts. Artists and photographer of the original work gets paid for every purchase that you make so that they can continue what they love - create beautiful art!
The countdown is on! Time to select gifts for friends and families, and maybe something for yourself too. The Tallenge Store brings you a Christmas Art Collection that will make the Season of giving awesome for you as you spreading that holiday cheer. From cuddly puppies to Christmas-coloured abstract art, we have everything covered in this fresh collection. Say it with art and leave a lasting impression. 

The beautiful photo is printed on a high quality 240 gsm coated imported canvas with a gloss finish using a high resolution HP Inkjet large format production printer delivering sophisticated and elegant museum quality prints. It comes in a convenient size -15 inches X 15 inches with hook and is perfect for keeping it on office desk or table top. 

The Tallenge Store is a leading affordable art marketplace for curated artworks and photographs from artists across the world. You can buy original art, prints, and canvases for yourself, or to give as gifts. Artists and photographer of the original work gets paid for every purchase that you make so that they can continue what they love - create beautiful art!",Home Decor & Festive Needs,Home Decor & Festive Needs,Home Decor & Festive Needs
Handloomhub Polyester Pink Self Design Eyelet Door Curtain Buy Handloomhub Polyester Pink Self Design Eyelet Door Curtain at Rs. 973 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Home Furnishing,Home Decor & Festive Needs,Home Decor & Festive Needs
Milani Runway shadow Wet/Dry Black Out 3 g Specifications of Milani Runway shadow Wet/Dry Black Out 3 g (Shadow) Eye Shadow Traits Quantity 3 g Shade Shadow,Beauty and Personal Care,Beauty and Personal Care,Beauty and Personal Care
"PRINT SHAPES mary and max cartoon Laptop Skin with Mouse pad Combo Set Key Features of PRINT SHAPES mary and max cartoon Laptop Skin with Mouse pad Combo Set Glue Free Removal 15.6 inches Laptop skin Easy to Apply & Scratch Resistant Lamination,PRINT SHAPES mary and max cartoon Laptop Skin with Mouse pad Combo Set (Multicolor) Price: Rs. 329 Print Shapes Laptop skin made on High Quality vinyl sheet is compatible with laptops screen sizes ranging from 14.1 inches to 15.6 inches. Trimning of the skin would be required as per your laptop size. The skins are easy to install & remove without leaving any gum or residue,Specifications of PRINT SHAPES mary and max cartoon Laptop Skin with Mouse pad Combo Set (Multicolor) General Brand PRINT SHAPES Model Name mary and max cartoon Laptop Skin with Mouse pad Suitable_for All types of Laptop Color Multicolor Warranty Warranty Summary No Warranty In the Box Number of Contents in Sales Package Pack of 2",Computers,Computers,Computers
"Allin Exporters Cumin Seed Oil (Co2 Extract) Key Features of Allin Exporters Cumin Seed Oil (Co2 Extract) Ideal For: Men, Women Application Area: All Skin Type: Combination Skin Organic Type: Organic,Allin Exporters Cumin Seed Oil (Co2 Extract) (250 ml) Price: Rs. 3,899 Cumin seed oil extract is obtained from the dried seeds of cumin plant, botanically known as Cuminum cyminum, through the method of Co2 extraction method. It is regarded as the best oil for use over joints and muscles to provided an utmost level of relaxation. The use of this oil extract as a massage oil in dilution with carrier oil also helps to provide a soothing feel to mind. In particular, cumin seed oil extract blends perfectly with Chamomile, Angelica, Lavender, Rosemary, Caraway, and other carrier or essential oils.,Specifications of Allin Exporters Cumin Seed Oil (Co2 Extract) (250 ml) In the Box Essential Oil Body & Essential Oil Traits Ideal For Men, Women Application Area All Organic Yes Organic Type Organic General Traits Brand Allin Exporters Skin Type Combination Skin Container Type Bottle Quantity 250 ml Model Name Cumin Seed Oil (Co2 Extract)",Beauty and Personal Care,Beauty and Personal Care,Beauty and Personal Care
"Printland PMR1336 Ceramic Mug Printland PMR1336 Ceramic Mug (350 g)
                         Price: Rs. 299
				
			Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.
Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.",Kitchen & Dining,Kitchen & Dining,Kitchen & Dining
TRENDnet THA-101 N300 Router Buy TRENDnet THA-101 N300 Router only for Rs. 4989 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Computers,Computers,Computers
"Artist Haat Vanity Box Makeup and Jewellery Vanity Jewellery Artist Haat Vanity Box Makeup and Jewellery Vanity Jewellery (Brown)
                         Price: Rs. 1,499
				
			Fine Indian jewellery will, of course, need to be nestled on equally beautiful cases. A traditional yet always charming way to treasure those jewellery pieces is through jewellery boxes. Jewellery box is made using MDF wood with beautiful top plating of brownish colour with marvellous work having velvet inside to keep jewellery safe. Hand-carved in Saharanpur, India by artisans with generations of experience. Artist Haat providing you breathless art of artisans from our Indian culture and heritage
Fine Indian jewellery will, of course, need to be nestled on equally beautiful cases. A traditional yet always charming way to treasure those jewellery pieces is through jewellery boxes. Jewellery box is made using MDF wood with beautiful top plating of brownish colour with marvellous work having velvet inside to keep jewellery safe. Hand-carved in Saharanpur, India by artisans with generations of experience. Artist Haat providing you breathless art of artisans from our Indian culture and heritage",Beauty and Personal Care,Home Decor & Festive Needs,Home Decor & Festive Needs
"Mayursflora Bonsai Aloe, Maple, Arecaceae, Palm, Maguey Artificial Plant  with Pot Specifications of Mayursflora Bonsai Aloe, Maple, Arecaceae, Palm, Maguey Artificial Plant  with Pot (12 cm, Yellow, Green) In the Box Sales Package Flower Plant In Yellow Bucket General Brand Mayursflora Model Number MFGI034 Color Yellow, Green Type Aloe, Maple, Arecaceae, Palm, Maguey Bonsai Yes Pot Features Pot Included Yes Dimensions Total Height 12 cm",Home Decor & Festive Needs,Home Decor & Festive Needs,Home Decor & Festive Needs
"Tks Cotton Hair Towel Key Features of Tks Cotton Hair Towel Size: Medium Height: 56 inch GSM: 30 Usage: Daily Use,Specifications of Tks Cotton Hair Towel (1 Hair towel, Orange) Bath Towel Features Machine Washable Yes Material Cotton Design Checks General Brand Tks Type Hair Towel GSM 30 Model Name HAIR CARE Ideal For Women, Girls Model ID DSCO 125 Color Orange Size Medium Dimensions Length 56 inch Width 26 inch In the Box Sales Package 1 Hair towel",Baby Care,Beauty and Personal Care,Beauty and Personal Care
TP-Link Archer C20 AC750 Dual Band Router Buy TP-Link Archer C20 AC750 Dual Band Router only for Rs. 2222 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Computers,Computers,Computers
Elite Collection Medium Acrylic Sticker Buy Elite Collection Medium Acrylic Sticker for Rs.999 online. Elite Collection Medium Acrylic Sticker at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Baby Care,Home Decor & Festive Needs,Home Decor & Festive Needs
JayEnterprise Plastic Hand Juicer Specifications of JayEnterprise Plastic Hand Juicer (Multicolor) General Brand JayEnterprise Model Number Hand_Juicer_combo Material Plastic Color Multicolor In the box Sales Package 2 Hand Juicer Additional Features Dishwasher Safe No,Kitchen & Dining,Kitchen & Dining,Kitchen & Dining
